pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic
CPS_0124,CPS_257,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0125,CPS_257,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0126,CPS_257,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0127,CPS_257,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0128,CPS_258,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0129,CPS_258,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0130,CPS_258,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0131,CPS_258,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0132,CPS_258,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0133,CPS_258,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0134,CPS_258,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0135,CPS_258,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0136,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0137,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0138,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0139,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0140,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0141,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0142,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0143,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0144,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0145,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0146,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0147,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0148,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0149,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0150,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0151,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0152,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0153,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0154,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0155,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0156,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0157,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0158,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0159,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0160,CPS_268,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNH1C/ERNH1O)?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0161,CPS_268,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNH1C/ERNH1O)?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0162,CPS_268,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNH1C/ERNH1O)?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0163,CPS_268,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNH1C/ERNH1O)?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0164,CPS_268,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNH1C/ERNH1O)?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0165,CPS_268,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNH1C/ERNH1O)?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0166,CPS_268,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNH1C/ERNH1O)?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0167,CPS_268,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNH1C/ERNH1O)?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0168,CPS_271,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNOHC/ERNOTO)?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0169,CPS_271,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNOHC/ERNOTO)?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0170,CPS_271,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNOHC/ERNOTO)?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0171,CPS_271,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNOHC/ERNOTO)?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0172,CPS_271,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNOHC/ERNOTO)?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0173,CPS_271,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNOHC/ERNOTO)?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0174,CPS_271,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNOHC/ERNOTO)?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0175,CPS_271,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNOHC/ERNOTO)?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0176,CPS_282,How many weeks a year (do/does) (name/you) get paid for?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0177,CPS_282,How many weeks a year (do/does) (name/you) get paid for?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0178,CPS_282,How many weeks a year (do/does) (name/you) get paid for?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0179,CPS_282,How many weeks a year (do/does) (name/you) get paid for?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0180,CPS_282,How many weeks a year (do/does) (name/you) get paid for?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0181,CPS_282,How many weeks a year (do/does) (name/you) get paid for?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0182,CPS_282,How many weeks a year (do/does) (name/you) get paid for?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0183,CPS_282,How many weeks a year (do/does) (name/you) get paid for?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0184,CPS_125,"Even though (you/he/she) (expect/expects) to be called back to work, (have/has) (you/he/she) been looking for work during the last 4 weeks?",ACS_111,Has this person been informed that he or she will be recalled to work within the next 6 months OR been given a date to return to work?,Unemployment
CPS_0185,CPS_125,"Even though (you/he/she) (expect/expects) to be called back to work, (have/has) (you/he/she) been looking for work during the last 4 weeks?",ACS_113,"LAST WEEK, could this person have started a job if offered one, or returned to work if recalled?",Unemployment
CPS_0186,CPS_129,(Have / Has) (name/you) been doing anything to find work during the last 4 weeks?,ACS_111,Has this person been informed that he or she will be recalled to work within the next 6 months OR been given a date to return to work?,Unemployment
